"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 12, 2018","434.02","428.00","435.00","428.00","3.40K","1.42%"
"Mar 09, 2018","427.94","423.24","429.29","420.05","2.77K","1.56%"
"Mar 08, 2018","421.38","424.14","426.49","416.52","2.83K","-0.35%"
"Mar 07, 2018","422.84","414.90","426.00","412.16","7.44K","1.13%"
"Mar 06, 2018","418.12","429.91","429.91","416.52","6.15K","-2.40%"
"Mar 05, 2018","428.39","429.64","430.00","424.02","10.08K","-0.23%"
"Mar 02, 2018","429.39","413.48","430.00","411.15","9.94K","3.37%"
"Mar 01, 2018","415.40","418.95","424.65","408.00","6.58K","-0.91%"
"Feb 28, 2018","419.21","421.61","424.00","415.53","5.77K","-0.34%"
"Feb 27, 2018","420.62","422.00","423.90","415.86","8.49K","-0.60%"
"Feb 26, 2018","423.18","415.52","423.90","414.57","6.99K","0.39%"
"Feb 23, 2018","421.52","417.69","422.91","411.04","5.70K","1.32%"
"Feb 22, 2018","416.01","416.77","422.91","412.08","3.97K","-0.44%"
"Feb 21, 2018","417.86","409.69","423.00","408.70","7.66K","2.42%"
"Feb 20, 2018","407.97","390.59","411.41","385.55","6.55K","4.17%"
"Feb 16, 2018","391.62","396.39","405.83","387.76","7.20K","-1.64%"
"Feb 15, 2018","398.15","401.18","404.00","396.04","5.86K","-0.12%"
"Feb 14, 2018","398.63","392.34","407.39","392.34","4.34K","0.92%"
"Feb 13, 2018","394.99","400.19","407.37","389.96","17.64K","-1.84%"
"Feb 12, 2018","402.38","403.00","408.99","394.84","5.24K","-0.19%"
"Feb 09, 2018","403.13","389.46","403.55","383.56","5.17K","3.71%"
"Feb 08, 2018","388.72","397.20","404.04","385.60","6.22K","-2.59%"
"Feb 07, 2018","399.04","391.25","400.16","390.80","3.88K","2.12%"
"Feb 06, 2018","390.74","388.72","400.59","383.50","8.21K","-0.59%"
"Feb 05, 2018","393.04","390.50","406.12","390.10","3.48K","-2.71%"
"Feb 02, 2018","404.00","410.24","410.24","402.00","5.82K","-1.72%"
"Feb 01, 2018","411.05","411.08","418.61","404.78","4.96K","-0.40%"
"Jan 31, 2018","412.69","414.00","424.49","411.88","4.44K","-0.50%"
"Jan 30, 2018","414.76","413.38","418.40","410.02","4.24K","0.32%"
"Jan 29, 2018","413.44","419.30","422.49","412.18","2.80K","-1.26%"
"Jan 26, 2018","418.73","423.23","424.70","414.15","2.67K","-1.25%"
"Jan 25, 2018","424.05","409.50","424.99","406.00","7.31K","3.98%"
"Jan 24, 2018","407.81","412.87","417.29","405.31","3.74K","-1.55%"
"Jan 23, 2018","414.21","411.27","415.01","406.35","5.15K","0.31%"
"Jan 22, 2018","412.93","411.50","413.80","407.85","4.23K","0.32%"
"Jan 19, 2018","411.62","405.85","422.98","400.00","5.62K","1.04%"
"Jan 18, 2018","407.38","418.26","420.79","404.00","8.19K","-2.86%"
"Jan 17, 2018","419.38","419.78","423.50","415.00","3.82K","0.30%"
"Jan 16, 2018","418.12","426.51","430.00","417.41","2.93K","-1.40%"
"Jan 12, 2018","424.04","427.00","427.57","421.00","4.55K","-0.33%"
"Jan 11, 2018","425.45","423.96","432.05","420.00","4.47K","0.77%"
"Jan 10, 2018","422.21","419.53","422.55","418.84","3.08K","0.91%"
"Jan 09, 2018","418.40","421.28","421.99","415.00","7.03K","-0.23%"
"Jan 08, 2018","419.36","416.14","421.28","408.64","5.23K","0.33%"
"Jan 05, 2018","417.98","416.85","422.50","413.56","6.50K","0.64%"
"Jan 04, 2018","415.32","416.61","421.47","412.00","3.67K","-0.62%"
"Jan 03, 2018","417.91","420.87","422.21","413.73","4.07K","-0.49%"
"Jan 02, 2018","419.98","414.48","421.61","406.30","5.47K","1.35%"
"Dec 29, 2017","414.40","421.19","423.98","411.72","4.45K","-1.93%"
"Dec 28, 2017","422.55","418.80","423.03","416.71","4.18K","1.31%"
"Dec 27, 2017","417.07","420.54","424.22","415.10","8.56K","-0.69%"
"Dec 26, 2017","419.97","416.95","423.05","415.44","3.21K","0.30%"
"Dec 22, 2017","418.73","422.98","425.00","416.20","7.53K","-0.73%"
"Dec 21, 2017","421.80","418.16","423.00","415.35","3.48K","1.17%"
"Dec 20, 2017","416.91","423.00","423.00","413.86","5.74K","-1.89%"
"Dec 19, 2017","424.93","412.55","424.95","412.55","9.08K","3.46%"
"Dec 18, 2017","410.71","413.43","419.55","408.00","9.88K","-1.54%"
"Dec 15, 2017","417.15","401.52","423.76","399.20","33.10K","3.46%"
"Dec 14, 2017","403.20","397.80","416.61","397.26","14.70K","1.50%"
"Dec 13, 2017","397.26","389.98","399.00","389.21","9.71K","1.90%"
"Dec 12, 2017","389.86","381.10","392.42","376.16","8.80K","2.64%"
"Dec 11, 2017","379.85","362.26","385.00","362.25","14.18K","4.46%"
"Dec 08, 2017","363.62","366.34","368.56","362.08","8.70K","0.07%"
"Dec 07, 2017","363.35","362.67","368.90","359.97","4.25K","0.17%"
"Dec 06, 2017","362.72","367.72","369.88","359.31","2.75K","-1.54%"
"Dec 05, 2017","368.41","362.05","375.21","352.35","11.82K","1.87%"
"Dec 04, 2017","361.63","340.82","363.57","335.00","16.12K","7.06%"
"Dec 01, 2017","337.78","345.56","345.56","335.10","6.49K","-1.52%"
"Nov 30, 2017","343.00","348.02","350.00","341.20","7.93K","-1.20%"
"Nov 29, 2017","347.18","335.93","349.89","335.00","11.26K","3.52%"
"Nov 28, 2017","335.36","331.84","337.97","329.00","9.35K","0.85%"
"Nov 27, 2017","332.52","340.68","340.68","326.70","8.18K","-2.04%"
"Nov 24, 2017","339.44","331.03","340.38","331.03","3.69K","2.90%"
"Nov 22, 2017","329.88","335.89","339.80","328.00","6.88K","-1.85%"
"Nov 21, 2017","336.10","340.45","343.00","332.31","4.95K","-0.86%"
"Nov 20, 2017","339.01","342.12","347.94","332.01","8.29K","-1.29%"
"Nov 17, 2017","343.43","343.84","349.00","338.56","2.90K","-0.36%"
"Nov 16, 2017","344.67","344.00","346.96","336.21","3.96K","0.26%"
"Nov 15, 2017","343.79","348.45","349.73","339.76","4.37K","-1.49%"
"Nov 14, 2017","349.00","345.71","352.58","345.71","2.54K","0.41%"
"Nov 13, 2017","347.58","348.50","355.00","345.04","2.19K","-0.69%"
"Nov 10, 2017","350.00","356.44","356.50","345.76","4.83K","-1.50%"
"Nov 09, 2017","355.32","336.28","358.11","336.28","6.94K","6.14%"
"Nov 08, 2017","334.75","337.26","340.79","331.00","18.02K","-1.05%"
"Nov 07, 2017","338.31","337.21","348.05","337.21","11.31K","-0.05%"
"Nov 06, 2017","338.47","342.03","342.17","324.81","15.91K","-6.31%"
"Nov 03, 2017","361.27","363.30","367.00","360.60","1.64K","-0.57%"
"Nov 02, 2017","363.33","360.25","364.90","355.31","3.50K","0.85%"
"Nov 01, 2017","360.26","358.10","360.69","351.34","4.28K","0.79%"
"Oct 31, 2017","357.44","352.45","361.53","350.00","5.65K","1.88%"
"Oct 30, 2017","350.85","357.90","357.90","347.27","2.70K","-1.77%"
"Oct 27, 2017","357.17","353.46","358.88","347.70","4.14K","0.98%"
"Oct 26, 2017","353.69","348.73","355.53","345.18","2.05K","1.92%"
"Oct 25, 2017","347.02","350.00","353.99","344.72","3.06K","-1.66%"
"Oct 24, 2017","352.87","345.24","355.80","345.24","4.83K","1.92%"
"Oct 23, 2017","346.21","340.94","349.27","340.94","6.11K","0.09%"
"Oct 20, 2017","345.89","345.75","349.85","342.12","4.41K","-0.20%"
"Oct 19, 2017","346.58","342.02","348.17","338.00","2.45K","0.76%"
"Oct 18, 2017","343.98","340.52","347.64","336.01","2.67K","0.70%"
"Oct 17, 2017","341.59","340.60","343.00","338.10","2.61K","0.67%"
"Oct 16, 2017","339.32","338.35","344.00","338.34","5.38K","-0.04%"
"Oct 13, 2017","339.47","340.41","344.04","335.05","4.86K","-0.11%"
"Oct 12, 2017","339.85","337.80","343.44","332.42","7.41K","0.91%"
"Oct 11, 2017","336.80","336.00","338.50","332.01","4.06K","-0.04%"
"Oct 10, 2017","336.94","335.00","339.09","332.55","4.22K","0.95%"
"Oct 09, 2017","333.78","347.99","348.24","332.61","14.87K","-4.08%"
"Oct 06, 2017","347.99","342.71","347.99","335.01","12.57K","2.02%"
"Oct 05, 2017","341.11","342.69","348.00","336.56","6.09K","-0.37%"
"Oct 04, 2017","342.39","343.31","347.42","338.26","6.74K","-0.78%"
"Oct 03, 2017","345.09","340.66","347.44","330.44","7.54K","1.67%"
"Oct 02, 2017","339.41","333.00","341.93","333.00","6.33K","1.84%"
"Sep 29, 2017","333.29","335.50","345.00","327.50","9.04K","-1.45%"
"Sep 28, 2017","338.19","324.40","345.00","317.07","14.31K","4.39%"
"Sep 27, 2017","323.97","312.40","324.20","308.56","5.58K","4.14%"
"Sep 26, 2017","311.08","307.56","312.20","304.31","2.88K","1.46%"
"Sep 25, 2017","306.60","307.28","307.45","302.05","3.81K","-0.47%"
"Sep 22, 2017","308.05","305.95","309.00","305.95","2.77K","0.67%"
"Sep 21, 2017","306.00","308.18","310.00","305.50","4.58K","-0.55%"
"Sep 20, 2017","307.68","308.63","309.98","305.50","4.07K","-0.10%"
"Sep 19, 2017","308.00","307.00","311.87","301.51","8.09K","0.20%"
"Sep 18, 2017","307.38","317.40","322.04","304.05","8.55K","-3.11%"
"Sep 15, 2017","317.24","305.86","318.86","303.60","10.23K","3.67%"
"Sep 14, 2017","306.01","312.25","312.50","306.00","4.61K","-2.54%"
"Sep 13, 2017","313.98","301.15","316.38","301.15","8.60K","3.98%"
"Sep 12, 2017","301.95","301.50","306.22","298.51","6.52K","0.26%"
"Sep 11, 2017","301.18","303.71","307.90","298.50","9.91K","-0.57%"
"Sep 08, 2017","302.90","296.22","305.08","293.50","7.36K","2.00%"
"Sep 07, 2017","296.96","301.20","301.26","290.05","8.69K","-1.46%"
"Sep 06, 2017","301.37","300.01","303.96","298.49","7.93K","-0.11%"
"Sep 05, 2017","301.69","303.57","303.57","295.00","7.51K","-0.70%"
"Sep 01, 2017","303.83","299.83","307.31","298.15","6.48K","2.04%"
"Aug 31, 2017","297.76","297.17","303.54","293.48","13.21K","0.09%"
"Aug 30, 2017","297.50","300.00","307.09","297.00","11.66K","-0.55%"
"Aug 29, 2017","299.16","312.82","315.51","295.45","10.05K","-5.08%"
"Aug 28, 2017","315.17","299.50","322.00","299.50","16.87K","5.15%"
"Aug 25, 2017","299.73","291.25","305.15","291.25","11.75K","2.72%"
"Aug 24, 2017","291.79","292.00","295.50","290.45","8.75K","0.04%"
"Aug 23, 2017","291.66","297.90","298.99","291.50","7.62K","-2.30%"
"Aug 22, 2017","298.53","299.78","304.41","296.27","7.24K","-0.19%"
"Aug 21, 2017","299.11","304.00","304.50","297.50","8.19K","-1.24%"
"Aug 18, 2017","302.87","303.00","304.30","300.21","6.95K","-0.55%"
"Aug 17, 2017","304.55","310.60","313.94","303.35","6.42K","-2.45%"
"Aug 16, 2017","312.19","316.26","318.96","311.00","4.39K","-1.39%"
"Aug 15, 2017","316.59","318.44","319.30","312.25","8.26K","-0.84%"
"Aug 14, 2017","319.28","321.14","326.40","317.46","3.85K","-0.49%"
"Aug 11, 2017","320.85","317.31","323.00","317.31","7.37K","1.09%"
"Aug 10, 2017","317.38","314.70","324.12","314.70","7.06K","0.92%"
"Aug 09, 2017","314.48","322.73","329.55","312.00","16.01K","-2.50%"
"Aug 08, 2017","322.53","336.27","337.04","321.00","16.59K","-3.79%"
"Aug 07, 2017","335.22","374.88","374.88","335.21","16.11K","-11.09%"
"Aug 04, 2017","377.03","368.00","383.50","368.00","3.39K","2.45%"
"Aug 03, 2017","368.00","375.72","382.20","366.30","6.82K","-2.44%"
"Aug 02, 2017","377.20","383.03","383.95","376.32","1.77K","-1.18%"
"Aug 01, 2017","381.72","374.05","383.71","374.05","2.86K","1.98%"
"Jul 31, 2017","374.32","379.01","387.87","374.31","6.14K","-0.93%"
"Jul 28, 2017","377.82","376.21","386.45","376.21","1.66K","-0.71%"
"Jul 27, 2017","380.52","381.83","389.55","376.77","4.26K","-0.19%"
"Jul 26, 2017","381.24","387.51","393.90","380.01","3.31K","-1.65%"
"Jul 25, 2017","387.62","387.21","393.55","385.26","2.23K","0.37%"
"Jul 24, 2017","386.18","394.32","394.32","386.00","2.66K","-2.22%"
"Jul 21, 2017","394.94","396.76","401.99","388.05","5.57K","-0.03%"
"Jul 20, 2017","395.07","393.16","395.60","387.50","1.86K","0.44%"
"Jul 19, 2017","393.34","390.10","394.40","390.00","2.65K","1.33%"
"Jul 18, 2017","388.17","390.01","393.11","385.00","3.64K","-0.41%"
"Jul 17, 2017","389.75","395.16","396.50","388.50","5.56K","-1.22%"
"Jul 14, 2017","394.56","407.50","407.50","393.77","2.24K","-0.94%"
"Jul 13, 2017","398.29","400.23","401.96","394.26","2.24K","-0.33%"
"Jul 12, 2017","399.62","400.00","403.00","396.61","2.39K","0.18%"
"Jul 11, 2017","398.89","395.70","399.20","393.86","3.96K","0.59%"
"Jul 10, 2017","396.56","396.69","401.40","394.51","5.77K","0.09%"
"Jul 07, 2017","396.21","395.42","399.40","393.78","3.52K","0.36%"
"Jul 06, 2017","394.77","398.39","405.96","393.95","4.61K","-0.78%"
"Jul 05, 2017","397.88","400.80","402.25","394.00","2.99K","-0.85%"
"Jul 03, 2017","401.30","400.16","403.09","396.76","1.34K","0.39%"
"Jun 30, 2017","399.74","405.95","406.00","399.12","2.22K","-1.43%"
"Jun 29, 2017","405.53","402.16","407.50","396.17","4.34K","0.94%"
"Jun 28, 2017","401.74","404.08","408.00","400.06","2.82K","0.09%"
"Jun 27, 2017","401.39","406.00","406.10","399.15","3.60K","-0.90%"
"Jun 26, 2017","405.04","413.49","423.88","404.13","5.88K","-1.79%"
"Jun 23, 2017","412.42","409.58","419.95","408.51","8.33K","0.88%"
"Jun 22, 2017","408.83","401.54","412.79","401.54","3.04K","1.99%"
"Jun 21, 2017","400.86","403.90","414.99","399.15","3.36K","-0.42%"
"Jun 20, 2017","402.55","413.20","413.20","401.67","3.76K","-3.51%"
"Jun 19, 2017","417.19","409.00","418.40","408.00","5.31K","2.33%"
"Jun 16, 2017","407.71","409.77","421.90","403.05","15.65K","-1.47%"
"Jun 15, 2017","413.81","416.66","418.00","410.19","3.70K","-1.02%"
"Jun 14, 2017","418.07","413.45","419.41","409.27","6.58K","1.08%"
"Jun 13, 2017","413.60","432.07","433.50","410.89","6.41K","-4.03%"
"Jun 12, 2017","430.96","418.46","435.44","414.85","10.99K","2.66%"
"Jun 09, 2017","419.81","408.81","420.00","407.16","5.96K","2.96%"
"Jun 08, 2017","407.75","404.94","415.00","404.94","5.86K","-0.14%"
"Jun 07, 2017","408.34","396.11","409.03","395.13","6.14K","3.12%"
"Jun 06, 2017","396.00","410.62","412.92","390.50","7.62K","-3.86%"
"Jun 05, 2017","411.92","382.95","415.80","378.60","9.39K","7.91%"
"Jun 02, 2017","381.72","388.00","390.93","375.66","6.74K","0.13%"
"Jun 01, 2017","381.24","380.51","383.85","375.73","6.61K","0.27%"
"May 31, 2017","380.21","379.57","384.98","379.01","4.19K","-0.66%"
"May 30, 2017","382.73","388.73","391.00","377.95","6.36K","-1.85%"
"May 26, 2017","389.93","385.07","395.95","382.20","5.19K","1.59%"
"May 25, 2017","383.83","387.25","396.00","381.33","5.14K","-0.71%"
"May 24, 2017","386.56","392.76","394.26","385.45","3.11K","-1.14%"
"May 23, 2017","391.01","385.11","396.39","384.31","4.93K","1.89%"
"May 22, 2017","383.75","380.30","386.99","380.30","2.98K","1.32%"
"May 19, 2017","378.76","377.79","381.99","373.01","6.78K","0.68%"
"May 18, 2017","376.21","385.14","387.18","375.05","5.96K","-2.30%"
"May 17, 2017","385.07","390.25","390.25","385.01","4.25K","-1.25%"
"May 16, 2017","389.94","392.47","398.24","389.93","5.89K","-0.93%"
"May 15, 2017","393.60","395.06","402.00","392.50","5.87K","0.22%"
"May 12, 2017","392.73","392.14","400.98","391.04","3.88K","0.31%"
"May 11, 2017","391.51","399.00","399.00","391.24","4.17K","-2.15%"
"May 10, 2017","400.11","399.88","404.83","399.02","3.48K","-0.69%"
"May 09, 2017","402.89","409.00","414.30","400.10","7.26K","-1.32%"
"May 08, 2017","408.26","424.50","424.50","401.05","8.76K","-3.94%"
"May 05, 2017","424.99","423.30","433.30","423.14","2.28K","0.46%"
"May 04, 2017","423.04","436.18","436.18","421.33","3.03K","-2.13%"
"May 03, 2017","432.26","432.02","434.00","428.10","3.68K","-0.06%"
"May 02, 2017","432.50","432.89","437.74","428.34","6.22K","-0.13%"
"May 01, 2017","433.06","431.16","439.36","427.75","6.44K","1.51%"
"Apr 28, 2017","426.63","443.87","451.15","422.00","10.06K","-3.83%"
"Apr 27, 2017","443.63","441.60","444.00","434.44","2.54K","0.65%"
"Apr 26, 2017","440.75","436.63","446.00","426.65","3.13K","0.96%"
"Apr 25, 2017","436.56","433.00","441.15","426.02","2.59K","1.20%"
"Apr 24, 2017","431.38","435.38","440.00","429.00","2.59K","0.28%"
"Apr 21, 2017","430.18","437.94","437.94","429.46","2.77K","-1.36%"
