Date,Price,Open,High,Low,Vol.,Change %
20-Apr-18,376.5,381.25,381.75,376.25,-,-1.44%
19-Apr-18,382,382.75,383.5,380.75,113.02K,-0.26%
18-Apr-18,383,380.75,383.5,380,142.85K,0.72%
17-Apr-18,380.25,383,384.5,379.75,239.87K,-0.59%
16-Apr-18,382.5,385,386.25,382,175.61K,-0.97%
13-Apr-18,386.25,388.5,389.25,385,233.79K,-0.64%
12-Apr-18,388.75,386.5,389.25,385,201.80K,0.45%
11-Apr-18,387,389.25,390.5,385.75,158.05K,-0.58%
10-Apr-18,389.25,390,392.25,388.5,272.80K,-0.38%
9-Apr-18,390.75,389.75,392.5,388.75,215.39K,0.58%
6-Apr-18,388.5,382,390,382,309.02K,-0.26%
5-Apr-18,389.5,382,389.5,380.75,263.91K,2.23%
4-Apr-18,381,388,389,372,367.00K,-1.93%
3-Apr-18,388.5,387,392,386.75,211.50K,0.32%
2-Apr-18,387.25,389.25,392.5,387,207.53K,-0.13%
29-Mar-18,387.75,373.75,389.25,373.75,377.91K,3.82%
28-Mar-18,373.5,374.25,375,372,173.54K,-0.13%
27-Mar-18,374,374,376,372.25,134.33K,0.00%
26-Mar-18,374,378.5,380.75,373.5,183.53K,-0.86%
23-Mar-18,377.25,376.25,378.25,369.25,279.20K,0.33%
22-Mar-18,376,375.5,377.5,374,161.68K,0.27%
21-Mar-18,375,375,375.75,373.75,149.27K,0.13%
20-Mar-18,374.5,375.25,377,373.25,204.62K,-0.13%
19-Mar-18,375,382,382,374.75,245.78K,-2.02%
16-Mar-18,382.75,386.25,387.5,382.5,150.93K,-1.03%
15-Mar-18,386.75,388.25,390.75,385.5,182.45K,0.85%
14-Mar-18,383.5,386.5,386.5,384.25,0.24K,-0.52%
13-Mar-18,385.5,383.75,388.75,383.5,2.04K,0.33%
12-Mar-18,384.25,382.75,384.25,380.5,1.46K,0.33%
9-Mar-18,383,385,385.25,382.5,2.98K,-0.71%
8-Mar-18,385.75,378.5,385.75,378,2.39K,1.71%
7-Mar-18,379.25,378.75,380.75,378.5,4.26K,-0.13%
6-Mar-18,379.75,377.75,380.25,377.25,2.30K,0.40%
5-Mar-18,378.25,376.25,378.5,374.75,8.18K,0.27%
2-Mar-18,377.25,377.75,380.25,376,5.92K,-0.40%
1-Mar-18,378.75,374,379,372,8.65K,1.13%
28-Feb-18,374.5,370.5,376.75,369.75,20.80K,1.08%
27-Feb-18,370.5,368.25,371,367.75,240.12K,0.54%
26-Feb-18,368.5,366.5,370,366.5,318.91K,0.61%
23-Feb-18,366.25,366.25,367.75,365.25,212.35K,-0.14%
22-Feb-18,366.75,365.5,367,364.25,229.12K,0.27%
21-Feb-18,365.75,365.75,368.5,364.25,266.66K,0.07%
20-Feb-18,365.5,369,370,365.25,319.32K,-0.48%
